1.1,74.955357142857153,-1,88.482142857142847,-1
1.2,80.089285714285694,-1,94.419642857142861,-1
1.3,84.553571428571431,-1,92.589285714285708,-1
1.4,89.062499999999986,-1,92.500000000000014,-1
1.5,92.991071428571431,-1,93.883928571428584,-1
1.6,93.080357142857139,-1,96.473214285714278,-1
1.7,96.026785714285694,-1,94.151785714285708,-1
1.8,0.0,-1,99.107142857142861,-1
1.1,75.535714285714263,-1,88.482142857142861,-1
1.2,79.508928571428584,-1,94.732142857142861,-1
1.3,84.955357142857139,-1,92.321428571428584,-1
1.4,88.482142857142847,-1,92.232142857142861,-1
1.5,93.348214285714278,-1,93.571428571428569,-1
1.6,93.392857142857139,-1,96.383928571428555,-1
1.7,95.803571428571416,-1,94.107142857142861,-1
1.8,0.0,-1,99.107142857142861,-1
